Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,Provider SSA County Code,Provider County Name,Ownership Type,Number of Certified Beds,Average Number of Residents Per Day,Provider Type,Provider Resides in Hospital,Legal Business Name,Date First Approved to Provide Medicare and Medicaid services,Continuing Care Retirement Community,Special Focus Facility,Most Recent Health Inspection More Than 2 Years Ago,Provider Changed Ownership in Last 12 Months,With a Resident and Family Council,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Long-Stay QM Rating,Long-Stay QM Rating Footnote,Short-Stay QM Rating,Short-Stay QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,RN Staffing Rating,RN Staffing Rating Footnote,Reported Staffing Footnote,Physical Therapist Staffing Footnote,Reported Nurse Aide Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,Reported Licensed Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Reported Physical Therapist Staffing Hours per Resident Per Day,Case-Mix Nurse Aide Staffing Hours per Resident per Day,Case-Mix LPN Staffing Hours per Resident per Day,Case-Mix RN Staffing Hours per Resident per Day,Case-Mix Total Nurse Staffing Hours per Resident per Day,Adjusted Nurse Aide Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,Rating Cycle 1 Standard Survey Health Date,Rating Cycle 1 Total Number of Health Deficiencies,Rating Cycle 1 Number of Standard Health Deficiencies,Rating Cycle 1 Number of Complaint Health Deficiencies,Rating Cycle 1 Health Deficiency Score,Rating Cycle 1 Number of Health Revisits,Rating Cycle 1 Health Revisit Score,Rating Cycle 1 Total Health Score,Rating Cycle 2 Standard Health Survey Date,Rating Cycle 2 Total Number of Health Deficiencies,Rating Cycle 2 Number of Standard Health Deficiencies,Rating Cycle 2 Number of Complaint Health Deficiencies,Rating Cycle 2 Health Deficiency Score,Rating Cycle 2 Number of Health Revisits,Rating Cycle 2 Health Revisit Score,Rating Cycle 2 Total Health Score,Rating Cycle 3 Standard Health Survey Date,Rating Cycle 3 Total Number of Health Deficiencies,Rating Cycle 3 Number of Standard Health Deficiencies,Rating Cycle 3 Number of Complaint Health Deficiencies,Rating Cycle 3 Number of Health Revisits,Rating Cycle 3 Health Deficiency Score,Rating Cycle 3 Health Revisit Score,Rating Cycle 3 Total Health Score,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Processing Date,RPT_REC_NUM,inpatient_days,rn_hours,rn_hr_per_day,lpn_hours,lpn_hr_day,asst_hours,asst_hr_per_day,NPI_rn,total_hours_per_day,tot_hours,CMS_RN_rank,CMS_LPN_rank,CMS_aide_rank,CMS_tot_rank,CMS_RN_rankpct,CMS_LPN_rankpct,CMS_aide_rankpct,CMS_tot_rankpct,Latlong,lat,long,Percent with fall,Percent restrained,Percent_antianxiety,Percent_antipsychotic,Percent with psych meds,Fall_Rank,Restrained_rank,Psych_meds_rank
315510,BRIDGEWAY CARE AND REHAB CENTER AT HILLSBOROUGH,395 AMWELL ROAD,HILLSBOROUGH,NJ,8844,9082814400,350,Somerset,For profit - Corporation,126,120.4,Medicare and Medicaid,False,"SENIOR LIVING SOLUTIONS, LLC",05/10/2012,False,False,False,False,Resident,Yes,2.0,,1.0,,5.0,,5.0,,4.0,,5.0,,5.0,,,,2.947,0.82835,1.17115,1.9995,4.9465,0.30461,2.26481,0.79869,0.39404,3.45753,2.70894,0.7783,1.11351,4.58798,03/01/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11/21/2016,1,0,1.0,150.0,0.0,0.0,150.0,2015-11-30,0,0,0,0,0,0,0,50.0,0,6,1,20965.0,0,1,"395 AMWELL ROAD HILLSBOROUGH, NJ 08844 (40.501065, -74.638434)",06/01/2019,1192460,42303.0,56012.0,1.32406685105,27953.0,0.660780559298,129263.0,3.05564617167,315510,5.04049358202,213228.0,38.0,276.0,39.0,46.0,0.111764705882,0.811764705882,0.114705882353,0.135294117647,"40.501065, -74.638434)",40.501065, -74.638434,2.647059,0.0,16.606497,9.337351,25.943848,210.0,140.0,170.0
315146,CARE CONNECTION RAHWAY,865 STONE STREET,RAHWAY,NJ,7065,7324996460,370,Union,For profit - Corporation,24,21.2,Medicare,False,CARE CONNECTION RAHWAY LLC,11/01/1973,False,False,False,False,None,Yes,5.0,,4.0,,5.0,,,2.0,5.0,,5.0,,5.0,,,,2.79648,0.48295,2.59097,3.07392,5.87039,0.78509,2.28743,1.08541,0.67607,4.04891,2.54515,0.3339,1.43578,4.64964,08/16/2018,1.0,1.0,0.0,4.0,1.0,0.0,4.0,05/18/2017,2,2,0.0,8.0,1.0,0.0,8.0,2016-06-14,4,4,0,16,1,0,16,7.333,0,0,0,0.0,0,0,"865 STONE STREET RAHWAY, NJ 07065 (40.612237, -74.291688)",06/01/2019,1202208,7775.0,17273.0,2.22160771704,7391.0,0.950610932476,25150.0,3.2347266881,315146,6.40694533762,49814.0,12.0,143.0,32.0,15.0,0.0352941176471,0.420588235294,0.0941176470588,0.0441176470588,"40.612237, -74.291688)",40.612237, -74.291688,,,,,,,,
315516,ADVANCED SUBACUTE REHABILITATION CENTER AT SEWELL,685 SALINA ROAD,SEWELL,NJ,8080,8564682500,220,Gloucester,For profit - Partnership,139,114.9,Medicare and Medicaid,False,ADVANCED SUBACUTE REHABILITATION CENTER AT SEWELL LLC,10/09/2014,False,False,False,False,Resident,Yes,3.0,,2.0,,5.0,,5.0,,5.0,,3.0,,3.0,,,,2.60896,0.94799,0.56286,1.51085,4.11981,0.09943,1.97324,0.69911,0.33512,3.00747,2.75256,1.01759,0.62924,4.39304,04/11/2019,3.0,3.0,0.0,24.0,1.0,0.0,24.0,03/26/2018,5,5,0.0,32.0,1.0,0.0,32.0,2017-02-10,3,3,0,12,1,0,12,24.667,0,0,1,3250.0,0,1,"685 SALINA ROAD SEWELL, NJ 08080 (39.780114, -75.135764)",06/01/2019,1192077,40541.0,24321.0,0.599911201006,37773.0,0.931723440468,95329.0,2.35142201722,315516,3.88305665869,157423.0,207.0,151.0,157.0,186.0,0.608823529412,0.444117647059,0.461764705882,0.547058823529,"39.780114, -75.135764)",39.780114, -75.135764,2.465752,0.0,25.144509,13.352274,38.496783,194.0,140.0,291.0
315310,ALARIS HEALTH AT HARBOR VIEW,178-198 OGDEN AVE,JERSEY CITY,NJ,7307,2019631800,230,Hudson,For profit - Corporation,180,155.2,Medicare and Medicaid,False,JERSEY CITY HEALTHCARE PROVIDORS LLC,01/01/1992,False,False,False,False,Resident,Yes,4.0,,3.0,,5.0,,5.0,,5.0,,3.0,,4.0,,,,2.23577,0.1634,1.01568,1.17909,3.41486,0.18143,2.10854,0.75328,0.36431,3.22613,2.20748,0.16279,1.04448,3.39454,02/19/2019,5.0,5.0,0.0,16.0,0.0,0.0,16.0,01/18/2018,8,8,0.0,32.0,1.0,0.0,32.0,2016-11-23,5,5,0,16,1,0,16,21.333,0,0,0,0.0,0,0,"178 198 OGDEN AVE JERSEY CITY, NJ 07307 (40.740352, -74.045585)",06/01/2019,1202246,57907.0,60329.0,1.04182568601,14123.0,0.24389106671,140166.0,2.42053637729,315310,3.70625313002,214618.0,79.0,336.0,131.0,229.0,0.232352941176,0.988235294118,0.385294117647,0.673529411765,"40.740352, -74.045585)",40.740352, -74.045585,2.691513,0.0,16.268978,4.646016,20.914994,213.0,140.0,109.0
315344,ALARIS HEALTH AT CASTLE HILL,615 23RD STREET,UNION CITY,NJ,7087,2013480818,230,Hudson,For profit - Corporation,215,185.8,Medicare and Medicaid,False,CASTLE HEALTHCARE PROVIDERS LLC,08/01/1995,False,False,False,False,Resident,Yes,3.0,,2.0,,4.0,,5.0,,3.0,,4.0,,4.0,,,,2.29339,0.43039,0.88805,1.31844,3.61183,0.13682,2.01516,0.69355,0.32353,3.03225,2.36929,0.46569,1.02834,3.8199,04/15/2019,6.0,6.0,0.0,24.0,1.0,0.0,24.0,04/27/2018,4,4,0.0,20.0,1.0,0.0,20.0,2017-03-31,11,4,7,52,1,0,52,27.333,0,2,0,0.0,0,0,"615 23RD STREET UNION CITY, NJ 07087 (40.7676, -74.034232)",06/01/2019,1202254,69048.0,64643.0,0.936203800255,19695.0,0.285236357317,184098.0,2.66623218631,315344,3.88767234388,268436.0,109.0,333.0,76.0,185.0,0.320588235294,0.979411764706,0.223529411765,0.544117647059,"40.7676, -74.034232)",40.7676, -74.034232,1.112878,0.0,12.186979,7.781459,19.968438,75.0,140.0,94.0
315387,ALLAIRE REHAB & NURSING,115 DUTCH LANE ROAD,FREEHOLD,NJ,7728,7324317420,290,Monmouth,For profit - Corporation,174,130.7,Medicare and Medicaid,False,ALLAIRE HEALTHCARE GROUP LLC,03/02/1998,False,False,False,False,Both,Yes,2.0,,2.0,,3.0,,3.0,,3.0,,3.0,,2.0,,,,2.4109,1.01549,0.42121,1.4367,3.8476,0.14588,1.95139,0.70354,0.32268,2.97761,2.57208,1.08318,0.48904,4.14392,03/21/2019,3.0,3.0,0.0,12.0,1.0,0.0,12.0,03/06/2018,6,5,1.0,36.0,1.0,0.0,36.0,2016-11-03,6,2,5,28,1,0,28,22.667,3,7,1,5000.0,0,1,"115 DUTCH LANE ROAD FREEHOLD, NJ 07728 (40.270548, -74.259158)",06/01/2019,1202266,42420.0,12871.0,0.303418198963,45706.0,1.07746346063,95847.0,2.25947666195,315387,3.64035832155,154424.0,310.0,86.0,190.0,242.0,0.911764705882,0.252941176471,0.558823529412,0.711764705882,"40.270548, -74.259158)",40.270548, -74.259158,3.080082,0.0,26.483054,1.052633,27.535687,245.0,140.0,188.0
315458,NEW VISTA,300 BROADWAY,NEWARK,NJ,7104,9734844222,200,Essex,For profit - Partnership,340,301.8,Medicare and Medicaid,False,300 BROADWAY HEALTHCARE CENTER LLC,08/25/1999,False,False,False,False,Resident,Yes,2.0,,1.0,,5.0,,5.0,,4.0,,5.0,,5.0,,,,2.12243,0.95138,0.8981,1.84948,3.97191,0.01684,1.8225,0.64553,0.29312,2.76115,2.42446,1.10599,1.14788,4.61316,09/28/2018,9.0,7.0,2.0,48.0,1.0,0.0,48.0,06/02/2017,5,4,1.0,28.0,1.0,0.0,28.0,2016-05-10,6,6,0,36,1,0,36,39.333,0,3,0,0.0,0,0,"300 BROADWAY NEWARK, NJ 07104 (40.760512, -74.168637)",06/01/2019,1192456,108761.0,68795.0,0.632533720727,83615.0,0.768795799965,259647.0,2.38731714493,315458,3.78864666562,412057.0,193.0,237.0,142.0,208.0,0.567647058824,0.697058823529,0.417647058824,0.611764705882,"40.760512, -74.168637)",40.760512, -74.168637,0.55453,0.0,18.91892,10.728478,29.647398,40.0,140.0,209.0
315522,POWERBACK REHABILITATION PISCATAWAY,10 STERLING DRIVE,PISCATAWAY,NJ,8854,7329172900,270,Middlesex,For profit - Corporation,108,136.8,Medicare and Medicaid,False,SKILES AVENUE AND STERLING DRIVE URBAN RENEWAL OPERATIONS LLC,08/31/2017,False,False,False,False,Resident,Yes,1.0,,1.0,,3.0,,,2.0,3.0,,3.0,,4.0,,,,1.1873,1.02704,1.19129,2.21833,3.40563,0.17325,2.16232,0.98595,0.57205,3.72031,1.14311,0.78171,0.7802,2.93567,04/12/2019,7.0,7.0,0.0,48.0,1.0,0.0,48.0,02/27/2018,10,8,2.0,60.0,1.0,0.0,60.0,2017-08-18,1,1,0,4,1,0,4,44.667,0,5,1,3250.0,0,1,"10 STERLING DRIVE PISCATAWAY, NJ 08854 (40.537364, -74.474721)",06/01/2019,1211310,3256.0,18926.0,5.81265356265,6794.0,2.08660933661,11065.0,3.39834152334,315522,11.2976044226,36785.0,1.0,5.0,24.0,2.0,0.00294117647059,0.0147058823529,0.0705882352941,0.00588235294118,"40.537364, -74.474721)",40.537364, -74.474721,4.878051,0.0,21.052631,2.439025,23.491656,325.0,140.0,138.0
315366,ALARIS HEALTH AT BELGROVE,195 BELGROVE DRIVE,KEARNY,NJ,7032,9738444800,230,Hudson,For profit - Corporation,120,99.4,Medicare and Medicaid,False,SUB ACUTE REHABILITATION CENTER AT KEARNY LLC,05/13/1997,False,False,False,False,Resident,Yes,5.0,,3.0,,5.0,,5.0,,5.0,,4.0,,5.0,,,,2.28928,0.36887,1.53405,1.90292,4.1922,0.28108,2.08728,0.85891,0.46957,3.41576,2.28332,0.32229,1.22393,3.9359,06/28/2018,2.0,2.0,0.0,8.0,1.0,0.0,8.0,04/06/2017,8,7,1.0,32.0,1.0,0.0,32.0,2016-05-10,1,1,0,4,1,0,4,15.333,0,2,0,0.0,0,0,"195 BELGROVE DRIVE KEARNY, NJ 07032 (40.758979, -74.157532)",06/01/2019,1202261,38751.0,66644.0,1.71980077933,5619.0,0.145002709607,91019.0,2.34881680473,315366,4.21362029367,163282.0,17.0,338.0,160.0,124.0,0.05,0.994117647059,0.470588235294,0.364705882353,"40.758979, -74.157532)",40.758979, -74.157532,2.752292,0.0,11.165049,4.639176,15.804225,220.0,140.0,46.0
315433,COUNTRY ARCH CARE CENTER,114 PITTSTOWN ROAD,PITTSTOWN,NJ,8867,9087356600,250,Hunterdon,For profit - Corporation,130,120.1,Medicare and Medicaid,False,"COUNTRY ARCH CARE CENTER, LLC",12/01/1997,False,False,False,False,Resident,Yes,4.0,,2.0,,5.0,,5.0,,5.0,,4.0,,4.0,,,,2.21394,0.79528,0.70276,1.49804,3.71198,0.09751,2.10849,0.73278,0.31304,3.15431,2.18597,0.81443,0.84106,3.7739,01/04/2019,8.0,6.0,2.0,36.0,1.0,0.0,36.0,10/18/2017,2,2,0.0,8.0,1.0,0.0,8.0,2016-09-16,2,1,1,8,1,0,8,22.0,0,8,0,0.0,0,0,"114 PITTSTOWN ROAD PITTSTOWN, NJ 08867 (40.614545, -74.936917)",06/01/2019,1212059,42427.0,34265.0,0.807622504537,31750.0,0.748344214769,106868.0,2.51886770217,315433,4.07483442148,172883.0,147.0,247.0,106.0,146.0,0.432352941176,0.726470588235,0.311764705882,0.429411764706,"40.614545, -74.936917)",40.614545, -74.936917,2.722774,0.0,21.038962,11.70213,32.741092,219.0,140.0,247.0
315435,FAMILY OF CARING HEALTHCARE AT MONTCLAIR,42 NORTH MOUNTAIN AVE,MONTCLAIR,NJ,7042,9737839400,200,Essex,For profit - Corporation,70,62.0,Medicare and Medicaid,False,FAMILY OF CARING HEALTHCARE AT MONTCLAIR LLC,06/15/1998,False,False,False,False,Resident,Yes,4.0,,2.0,,5.0,,5.0,,4.0,,5.0,,5.0,,,,2.40196,0.71977,1.16993,1.8897,4.29166,0.15709,2.14023,0.77286,0.36599,3.27908,2.33645,0.69888,1.19759,4.19723,05/24/2018,2.0,1.0,1.0,24.0,1.0,0.0,24.0,03/28/2017,6,6,0.0,20.0,1.0,0.0,20.0,2016-05-25,5,5,0,24,1,0,24,22.667,1,2,1,7036.0,0,1,"42 NORTH MOUNTAIN AVE MONTCLAIR, NJ 07042 (40.82193, -74.22236)",06/01/2019,1194733,21630.0,23053.0,1.06578825705,16250.0,0.751271382339,67474.0,3.11946370781,315435,4.9365233472,106777.0,75.0,244.0,35.0,48.0,0.220588235294,0.717647058824,0.102941176471,0.141176470588,"40.82193, -74.22236)",40.82193, -74.22236,0.54054,0.0,6.818179,1.621619,8.439798,38.0,140.0,9.0
315501,MERIDIAN SUBACUTE REHABILITATION,1725 MERIDIAN TRAIL,WALL,NJ,7719,7323121800,290,Monmouth,Non profit - Corporation,130,116.9,Medicare and Medicaid,False,HMH RESIDENTIAL CARE INC,02/26/2007,False,False,False,False,Both,Yes,5.0,,5.0,,5.0,,,2.0,5.0,,5.0,,5.0,,,,2.59279,1.02992,1.93339,2.96331,5.5561,0.82836,2.29496,1.08655,0.62648,4.00799,2.35203,0.71132,1.1562,4.44563,05/16/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03/23/2017,1,1,0.0,8.0,1.0,0.0,8.0,2016-02-22,1,1,0,8,1,0,8,4.0,0,0,0,0.0,0,0,"1725 MERIDIAN TRAIL WALL, NJ 07719 (40.172986, -74.065292)",06/01/2019,1202291,40418.0,90159.0,2.2306645554,49720.0,1.23014498491,111975.0,2.77042406848,315501,6.23123360879,251854.0,11.0,44.0,60.0,19.0,0.0323529411765,0.129411764706,0.176470588235,0.0558823529412,"40.172986, -74.065292)",40.172986, -74.065292,,,,,,,,
315419,N J EASTERN STAR HOME,111 FINDERNE AVENUE,BRIDGEWATER,NJ,8807,9087224140,350,Somerset,Non profit - Corporation,82,79.1,Medicare and Medicaid,False,NEW JERSEY EASTERN STAR HOME FOR THE AGED INC,12/01/1997,False,False,False,False,Resident,Yes,5.0,,3.0,,5.0,,5.0,,4.0,,4.0,,4.0,,,,2.48544,0.85707,0.63668,1.49375,3.97919,0.03022,1.98519,0.65152,0.29896,2.93566,2.60646,0.9872,0.79786,4.34688,06/18/2018,5.0,5.0,0.0,20.0,1.0,0.0,20.0,03/24/2017,6,6,0.0,28.0,1.0,0.0,28.0,2016-02-08,2,2,0,8,1,0,8,20.667,0,0,0,0.0,0,0,"111 FINDERNE AVENUE BRIDGEWATER, NJ 08807 (40.567605, -74.576714)",06/01/2019,1207196,28075.0,17298.0,0.616135351736,27244.0,0.970400712378,78630.0,2.80071237756,315419,4.38724844167,123172.0,197.0,135.0,57.0,90.0,0.579411764706,0.397058823529,0.167647058824,0.264705882353,"40.567605, -74.576714)",40.567605, -74.576714,3.571428,0.0,15.833332,2.777777,18.611109,277.0,140.0,79.0
315133,WOODCLIFF LAKE HEALTH & REHABILITATION CENTER,555 CHESTNUT RIDGE ROAD,WOODCLIFF LAKE,NJ,7677,2013910900,100,Bergen,For profit - Corporation,114,94.1,Medicare and Medicaid,False,"WOODCLIFF LAKE HEALTH AND REHABILITAION CENTER, LLC",02/01/1972,False,False,False,False,Resident,Yes,4.0,,3.0,,5.0,,5.0,,5.0,,3.0,,3.0,,,,2.16615,0.90152,0.67124,1.57275,3.7389,0.15558,2.19977,0.8381,0.42347,3.46135,2.05003,0.80722,0.59384,3.46408,06/07/2018,3.0,3.0,0.0,12.0,1.0,0.0,12.0,03/21/2017,0,0,0.0,0.0,0.0,0.0,0.0,2016-01-06,7,7,0,40,2,20,60,16.0,0,0,0,0.0,0,0,"555 CHESTNUT RIDGE ROAD WOODCLIFF LAKE, NJ 07677 (41.045144, -74.071732)",06/01/2019,1195959,30409.0,25344.0,0.83343746917,28259.0,0.929297247525,87443.0,2.87556315564,315133,4.63829787234,141046.0,141.0,154.0,50.0,61.0,0.414705882353,0.452941176471,0.147058823529,0.179411764706,"41.045144, -74.071732)",41.045144, -74.071732,0.0,0.0,5.181347,4.878048,10.059395,14.0,140.0,14.0
315158,RIDGEWOOD CENTER,330 FRANKLIN TPK,RIDGEWOOD,NJ,7450,2014471900,100,Bergen,For profit - Corporation,90,78.0,Medicare and Medicaid,False,330 FRANKLIN TURNPIKE OPERATIONS LLC,03/31/1974,False,False,False,False,Resident,Yes,4.0,,4.0,,3.0,,3.0,,3.0,,3.0,,3.0,,,,1.80911,0.73618,0.62353,1.35971,3.16882,0.0684,1.96812,0.67296,0.32272,2.9638,1.91365,0.82094,0.72384,3.42877,11/21/2018,1.0,1.0,0.0,4.0,1.0,0.0,4.0,09/22/2017,5,3,2.0,20.0,1.0,0.0,20.0,2016-08-23,6,6,0,36,1,0,36,14.667,0,3,0,0.0,0,0,"330 FRANKLIN TPK RIDGEWOOD, NJ 07450 (40.994134, -74.103157)",06/01/2019,1194727,27671.0,19837.56,0.716907954176,25018.67,0.904147663619,61007.75,2.20475407466,315158,3.82580969246,105863.98,178.0,168.0,211.0,197.0,0.523529411765,0.494117647059,0.620588235294,0.579411764706,"40.994134, -74.103157)",40.994134, -74.103157,5.01792,0.0,27.450981,9.881423,37.332404,328.0,140.0,287.0
315376,CHRISTIAN HEALTH CARE CENTER,301 SICOMAC AVE,WYCKOFF,NJ,7481,2018485200,100,Bergen,Non profit - Church related,298,278.4,Medicare and Medicaid,False,CHRISTIAN HEALTH CARE CENTER,10/01/1997,False,False,False,False,Both,Yes,4.0,,2.0,,5.0,,5.0,,5.0,,4.0,,5.0,,,,2.38384,0.40466,0.92306,1.32771,3.71155,0.1321,2.14156,0.68255,0.32234,3.14645,2.31737,0.4449,1.07284,3.7829,12/14/2018,5.0,5.0,0.0,32.0,0.0,0.0,32.0,11/03/2017,3,3,0.0,12.0,1.0,0.0,12.0,2016-12-08,2,2,0,8,1,0,8,21.333,0,0,0,0.0,0,0,"301 SICOMAC AVE WYCKOFF, NJ 07481 (40.98457, -74.171489)",06/01/2019,,,,,,,,,,,,,,,,,,,,"40.98457, -74.171489)",40.98457, -74.171489,4.281011,0.0,31.598062,16.878612,48.476674,312.0,140.0,326.0
315022,MEADOW LAKES HEALTHCARE CENTER,300 MEADOW LAKES,EAST WINDSOR,NJ,8520,6094484100,260,Mercer,Non profit - Corporation,60,47.1,Medicare and Medicaid,False,"SPRINGPOINT AT MEADOW LAKES, INC.",01/01/1967,True,False,False,False,Resident,Yes,5.0,,4.0,,4.0,,4.0,,4.0,,5.0,,5.0,,,,2.0811,1.20459,0.93952,2.14411,4.22521,0.2016,2.21214,0.72677,0.33069,3.2696,1.95853,1.24381,1.0644,4.14422,04/26/2019,1.0,1.0,0.0,16.0,1.0,0.0,16.0,04/12/2018,2,2,0.0,8.0,1.0,0.0,8.0,2017-02-16,2,2,0,8,1,0,8,12.0,0,0,0,0.0,0,0,"300 MEADOW LAKES EAST WINDSOR, NJ 08520 (40.255578, -74.518241)",06/01/2019,1207140,17198.0,9522.0,0.553669031283,22210.0,1.29142923596,46811.0,2.72188626584,315022,4.56698453309,78543.0,225.0,34.0,66.0,71.0,0.661764705882,0.1,0.194117647059,0.208823529412,"40.255578, -74.518241)",40.255578, -74.518241,3.42466,0.0,28.82883,12.587413,41.416243,269.0,140.0,306.0
315422,HOUSE OF THE GOOD SHEPHERD,798 WILLOW GROVE STREET,HACKETTSTOWN,NJ,7840,9086845900,390,Warren,Non profit - Corporation,62,42.5,Medicare and Medicaid,False,THE HOUSE OF THE GOOD SHEPHERD,08/25/1997,True,False,False,False,Resident,Yes,4.0,,4.0,,5.0,,3.0,,5.0,,1.0,12.0,1.0,12.0,6.0,6.0,,,,,,,,,,,,,,,08/30/2018,2.0,2.0,0.0,8.0,0.0,0.0,8.0,05/23/2017,2,2,0.0,8.0,1.0,0.0,8.0,2016-06-21,1,1,0,4,1,0,4,7.333,0,0,0,0.0,0,0,"798 WILLOW GROVE STREET HACKETTSTOWN, NJ 07840 (40.868352, -74.810344)",06/01/2019,1210064,19274.0,10972.0,0.569264293867,18179.0,0.943187714019,46794.0,2.42783023763,315422,3.94028224551,75945.0,217.0,148.0,129.0,173.0,0.638235294118,0.435294117647,0.379411764706,0.508823529412,"40.868352, -74.810344)",40.868352, -74.810344,0.0,0.0,3.418804,4.729729,8.148533,14.0,140.0,8.0
315367,REGENCY HERITAGE NURSING AND REHABILITATION CENTER,380 DEMOTT LANE,SOMERSET,NJ,8873,7328732000,350,Somerset,For profit - Partnership,265,213.9,Medicare and Medicaid,False,REGENCY HERITAGE NURSING & REHABILITATION CENTER LLC,08/04/1997,False,False,False,False,Resident,Yes,4.0,,3.0,,5.0,,5.0,,5.0,,3.0,,3.0,,,,2.0484,0.83368,0.56072,1.39441,3.44281,0.08412,2.00558,0.70216,0.32064,3.02837,2.12631,0.891,0.65516,3.6458,01/24/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10/20/2017,6,6,0.0,36.0,1.0,0.0,36.0,2016-10-06,6,3,3,28,1,0,28,16.667,0,5,0,0.0,0,0,"380 DEMOTT LANE SOMERSET, NJ 08873 (40.501175, -74.516945)",06/01/2019,1202262,79667.0,35778.0,0.449094355254,68820.0,0.863845757968,170860.0,2.14467721892,315367,3.45761733215,275458.0,268.0,186.0,235.0,278.0,0.788235294118,0.547058823529,0.691176470588,0.817647058824,"40.501175, -74.516945)",40.501175, -74.516945,1.813106,0.0,15.165165,1.5,16.665165,127.0,140.0,59.0
315404,UNITED METHODIST COMMUNITIES AT COLLINGSWOOD,460 HADDON AVE,COLLINGSWOOD,NJ,8108,8568544331,160,Camden,Non profit - Corporation,60,50.5,Medicare and Medicaid,False,UNITED METHODIST HOMES OF NEW JERSEY,12/01/1997,True,False,False,False,Both,Yes,5.0,,5.0,,4.0,,4.0,,5.0,,5.0,,5.0,,,,3.06425,0.37607,1.54923,1.9253,4.98955,0.15949,2.04623,0.71211,0.34438,3.10271,3.11759,0.39631,1.68539,5.15714,06/28/2018,1.0,1.0,0.0,4.0,1.0,0.0,4.0,04/28/2017,1,1,0.0,4.0,1.0,0.0,4.0,2016-06-24,3,3,0,16,1,0,16,6.0,0,0,0,0.0,0,0,"460 HADDON AVE COLLINGSWOOD, NJ 08108 (39.918668, -75.076199)",06/01/2019,1181775,9607.0,13540.0,1.4093889872,2185.0,0.22743832622,24349.0,2.53450608931,315404,4.17133340273,40074.0,32.0,337.0,100.0,131.0,0.0941176470588,0.991176470588,0.294117647059,0.385294117647,"39.918668, -75.076199)",39.918668, -75.076199,4.195804,0.0,13.934428,2.797204,16.731632,310.0,140.0,61.0
315113,ATRIUM POST ACUTE CARE OF LAWRENCEVILLE,112 FRANKLIN CORNER ROAD,LAWRENCEVILLE,NJ,8648,6098961494,260,Mercer,For profit - Corporation,100,77.7,Medicare and Medicaid,False,112 FRANKLIN CORNER ROAD OPERATING COMPANY LLC,02/04/1970,False,False,False,False,Both,Yes,1.0,,1.0,,3.0,,4.0,,3.0,,1.0,12.0,1.0,12.0,6.0,6.0,,,,,,,,,,,,,,,09/13/2018,8.0,7.0,1.0,36.0,1.0,0.0,36.0,06/21/2017,2,2,0.0,8.0,1.0,0.0,8.0,2016-05-26,16,11,5,112,2,56,168,48.667,0,21,0,0.0,0,0,"112 FRANKLIN CORNER ROAD LAWRENCEVILLE, NJ 08648 (40.281117, -74.717668)",06/01/2019,1202197,27175.0,15489.0,0.569972401104,26610.0,0.979208831647,72798.0,2.67885924563,315113,4.22804047838,114897.0,216.0,129.0,70.0,122.0,0.635294117647,0.379411764706,0.205882352941,0.358823529412,"40.281117, -74.717668)",40.281117, -74.717668,3.914589,0.0,18.081179,2.755908,20.837087,300.0,140.0,104.0
315488,CARE ONE AT MADISON AVENUE,151 MADISON AVENUE,MORRISTOWN,NJ,7960,9736562700,300,Morris,For profit - Individual,178,111.8,Medicare and Medicaid,False,"CARE ONE AT MADISON AVENUE, LLC",01/04/2005,False,False,False,False,Resident,Yes,3.0,,2.0,,5.0,,5.0,,5.0,,3.0,,4.0,,,,1.90598,1.07433,1.02472,2.09905,4.00503,0.24494,2.24022,0.89641,0.49091,3.62754,1.77124,0.89938,0.78203,3.54065,07/19/2018,5.0,4.0,1.0,20.0,1.0,0.0,20.0,06/07/2017,7,6,1.0,32.0,1.0,0.0,32.0,2016-05-04,11,11,0,48,1,0,48,28.667,0,7,0,0.0,0,0,"151 MADISON AVENUE MORRISTOWN, NJ 07960 (40.788802, -74.459814)",06/01/2019,1202288,38561.0,26212.0,0.679754155753,52165.0,1.35279168071,91042.0,2.36098648894,315488,4.39353232541,169419.0,185.0,26.0,149.0,88.0,0.544117647059,0.0764705882353,0.438235294118,0.258823529412,"40.788802, -74.459814)",40.788802, -74.459814,6.217615,0.0,27.218934,12.500002,39.718936,345.0,140.0,297.0
